text,label,label_text,text_clean
Can you close my account please?,55,terminate_account,can you close my account please?
Why was I charged for transferring money?,64,transfer_fee_charged,why was i charged for transferring money?
Can i add a new currency to my account?,33,exchange_via_app,can i add a new currency to my account?
I must change my address.,30,edit_personal_details,i must change my address.
I don't have any idea what's going on but all of my transfers keep getting declined. I have double-checked over all of my recipient names and they are correct.,27,declined_transfer,i don't have any idea what's going on but all of my transfers keep getting declined. i have double-checked over all of my recipient names and they are correct.
Help! In the app there is a payment that I don't remember.,16,card_payment_not_recognised,help! in the app there is a payment that i don't remember.
Is there a fee for transferring money,64,transfer_fee_charged,is there a fee for transferring money
An extra fee has been added to my card payment is this correct?,15,card_payment_fee_charged,an extra fee has been added to my card payment is this correct?
Can I cash deposit to top up my account,58,top_up_by_cash_or_cheque,can i cash deposit to top up my account
I can't access my account.,44,passcode_forgotten,i can't access my account.
There is a payment with my card which i definitely did not make by me .Never seen that it before.,16,card_payment_not_recognised,there is a payment with my card which i definitely did not make by me .never seen that it before.
"I received my American Express in Apple Pay, is there a reason why top up is not functioning properly?",2,apple_pay_or_google_pay,"i received my american express in apple pay, is there a reason why top up is not functioning properly?"
What is the current exchange rate?,32,exchange_rate,what is the current exchange rate?
Are there going to be fees from adding money with an international card?,57,top_up_by_card_charge,are there going to be fees from adding money with an international card?
I have been charged way to much so something is apparently wrong with my exchange. I changed Russian Ruble into UK pounds.,17,card_payment_wrong_exchange_rate,i have been charged way to much so something is apparently wrong with my exchange. i changed russian ruble into uk pounds.
Why have you declined my card payment?,25,declined_card_payment,why have you declined my card payment?
Is it possible for a transaction to be cancelled?,8,cancel_transfer,is it possible for a transaction to be cancelled?
can you express my card to me?,12,card_delivery_estimate,can you express my card to me?
I would like to get some extra cards?,39,getting_spare_card,i would like to get some extra cards?
My disposable virtual card was rejected.,72,virtual_card_not_working,my disposable virtual card was rejected.
I think something went wrong with my exchange between Russian Ruble and UK pounds. I was overcharged during the swap.,17,card_payment_wrong_exchange_rate,i think something went wrong with my exchange between russian ruble and uk pounds. i was overcharged during the swap.
Is there a fee for a cash withdrawal?,19,cash_withdrawal_charge,is there a fee for a cash withdrawal?
Why does my top-up get cancelled?,61,top_up_reverted,why does my top-up get cancelled?
"Using Google Pay, can I top up?",2,apple_pay_or_google_pay,"using google pay, can i top up?"
Does transferring money have a fee?,64,transfer_fee_charged,does transferring money have a fee?
After my card expires what should I do?,9,card_about_to_expire,after my card expires what should i do?
Where can I order a card?,43,order_physical_card,where can i order a card?
My statement does not reflect that a refund has been issued,51,Refund_not_showing_up,my statement does not reflect that a refund has been issued
"I no longer have my phone with the app, what should I do?",42,lost_or_stolen_phone,"i no longer have my phone with the app, what should i do?"
Why do I see extra charges for withdrawing my money?,19,cash_withdrawal_charge,why do i see extra charges for withdrawing my money?
I don't know if I made this payment on my card.,16,card_payment_not_recognised,i don't know if i made this payment on my card.
Where do I top up?,58,top_up_by_cash_or_cheque,where do i top up?
How can I go about transferring money to my account?,65,transfer_into_account,how can i go about transferring money to my account?
When will my card be here?,12,card_delivery_estimate,when will my card be here?
Do you send duplicate cards?,39,getting_spare_card,do you send duplicate cards?
Can you tell me where to go to get a disposable virtual card?,37,get_disposable_virtual_card,can you tell me where to go to get a disposable virtual card?
How do I know which countries you provide service in?,24,country_support,how do i know which countries you provide service in?
